飞常准-FREE,594
only-self,206
WeChat!,37
微博 HD,36
天气通,29
Battery Doctor +,27
"流量监测仪(瓦力流量仪—实时监控提醒,上网必备)",27
导航犬2011,24
QQ 2012,24
酷我音乐 2012,20
Sanlitun,19
网易新闻,18
PPS影音,16
足球天下2,16
Japan Life,16
éŁĺ¸¸ĺ-FREE,16
正点闹钟,14
淘宝,13
百思不得姐,13
射雕英雄传之小破孩,12
Asphalt 6: Adrenaline,12
360手机卫士,12
微博,12
Mole's World,12
热门壁纸,12
Smurfs' Village,12
中国求生手册 - 捍卫食品安全 强壮中国人,11
墨迹天气(官方),11
"美团团购-优惠,美食,美酒,电影票,团购",11
优酷,11
Ice Age Village,10
天朝教育委员会 LITE,10
Mew call,10
飞常准－PRO,10
China Air Pollution Index,10
Brothers In Arms® 2: Global Front Free+,10
限时免费大全,9
ZAKER 最流行阅读软件,9
Weico Classic Edition,9
新浪微盘 - 新浪官方出品,9
红袖添香离线看,9
艺龙无线-酒店·机票·旅游,8
Sango Millionaire,8
Draw Something Free,8
消息速递+,8
最后的兔纸,8
限免视频版-精品限时免费大全&特约限时免费大全,8
"Dongdong Mobile - Hotel, Flight, Train Search",8
PPTV网络电视 HD,8
Temple Run,8
Real Football 2012,8
旅游攻略,8
航班管家,8
开心水族箱,7
Toy Defense,7
限时免费,7
Gold Crown™ Video Poker,7
高德导航HD Autonavi Navigation,7
Douban.fm,7
Dungeon Hunter 3,7
Office Assistant Pro - Full-Featured Mobile Office Suite,7
触宝智能拨号,7
Fishing Kings Free+,7
Battery Doctor Pro - Max Your Battery Life,7
ChinaTaxi,6
Zombie Hunting,6
Ringtone Master,6
Tom's Love Letters,6
拨号精灵 - 打电话必备,6
情爱宝典,6
限免视频版HD-精品限时免费大全&特约限时免费大全,6
Flight Tycoon™,6
Clear Vision (17+),6
搜狗输入板,6
Fruit Ninja Free,6
Six-Guns,6
Youku HD,6
糗事百科,6
Heart Breaker : Sniper,5
大家来数钱,5
QQ音乐,5
殭屍農場,5
爱聊免费电话免费短信,5
随手记专业版 for iPhone,5
凯立德移动导航系统 V8.3 声控版,5
探索世界未解之谜,5
iHandy Flashlight Free,5
Contract Killer,5
一起来捡钱 免费版,5
名片全能王免費版 – CamCard 名片辨識 名片管理 （中文繁簡英日韓）,5
掌中新浪,5
天天动听 - 好音质,5
手机铃声(免费版),5
求合体 HD,5
iAround-Chat with people nearly,5
Plants vs. Zombies,5
Small Street,5
Battery Doctor HD,5
挖财记账理财,5
礼拜六万年历,4
Zoo World,4
北京福彩电话投注客户端,4
Brutal Street,4
去哪儿旅行 - 机票航班·酒店·火车票,4
血之荣耀,4
旅游攻略 HD,4
Apocalypse Knights - Endless Fighting with Blessed Weapons and Sacred Steeds,4
Let's Golf! ® 3,4
快捷酒店管家,4
"iSafeBox - Password Protect Your Photos, Accounts, Etc",4
Swing Shot,4
美丽说-时尚女生逛淘宝必备,4
网易公开课,4
爱卡汽车,4
Instagram,4
Fruit Ninja,4
金山装机必备 - 每天推荐限时免费&装机必备应用,4
神的指意,4
Fishing Joy,4
蠢蛋秀™,4
SimSimi,4
新黄金矿工:加勒比宝藏,4
Super Mushrooms,4
QQ电影票(全国电影查询与优惠购票),4
Roll Your Dice,4
快递100-免费查快递,4
US daily english,4
超强 经期跟踪器（科学、准确、纠错）,4
Don't Touch My Pics FREE: Password protect HD/HQ images,4
Where's My Water? Free,4
植物大战僵尸,4
龙之力量,4
Siege Hero,4
腾讯手机管家（原QQ手机管家）,4
iSlash,4
掌中天涯(官方版),4
減肥食物庫@薄荷,4
安居客 二手房,4
gay men's social network - Jack'd,4
My Sketch,3
语不惊人死不休,3
逛淘宝-口袋购物 发现惊喜,3
全能归属地-来电必备,3
Pocket Check-Up Lite,3
MetalStorm: Wingman,3
一站到底,3
乐视影视,3
水浒艳传之征服潘金莲,3
Gold Crown™ Video Poker HD,3
热门应用 for iPhone,3
